,B atypical,B memory,B naive,MK contam,NK1,NK2,NK3,Plasmablast,Progenitor,Prolif T,T4 IFN,T4 memory,T4 naive,T4 regulatory,T8 cyto1,T8 cyto2,T8 cyto3,T8 memory,T8 naive,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
5,-0.516248434680598,-0.21301035615996272,-0.17363781435247327,0.4904058387330849,-0.267790975915638,-0.15268235298583752,-0.1710321976062755,-0.08933090697430386,0.28457102693812236,-0.039194162441611564,0.1498581836612314,0.34632112284658406,0.7002542692119165,0.30188250935053507,-0.250461627247441,0.0016341590951318224,0.01080269248587971,0.25972373458421255,0.3493034387418951,-0.4420545205382886,-0.05903830399895487,-0.5546200721472814,0.654213851704278,-0.030516066967781585,1.0,-0.12769532542286433,0.6347566413579653,0.7715084854142118,-0.42272413916913176,-0.3350364580338667,0.27521914811304415,0.06463689946282053,-0.4316923771204214,0.460093887300684,0.17155181056626304,-0.1357902673919523,0.013763624903352008,0.8146533010324507,-0.1313786733277787,0.04579256701890723,-0.04132074446431807,-0.4346957937343843,0.21195821711694735,0.12890743431272875,0.532233700077881,0.8834295981224586,0.18122230401800393,-0.18219057988341356,0.24335026502629095
6,0.1940539401153905,-0.4770037283764725,-0.5584777939667291,-0.027967175744353166,0.9502313525504363,0.4877193637852372,0.6062374432110832,-0.06297089012848044,-0.187721582528025,0.22169853291304722,-0.1683964659553194,-0.24214630713532656,-0.4071282220140951,-0.25317138048885557,0.577517539381164,0.08556736993452738,0.23200482335920283,0.024132709388388494,-0.2313852857701784,-0.3711289567381628,0.6428679388073796,-0.3382843108033083,-0.05513972029491757,-0.46548665824355057,-0.12769532542286433,1.0,-0.0212144671111857,-0.4688137981563745,-0.2577245183793717,0.013904476522585288,0.16526062531579885,-0.3197400045870724,-0.2995233352239571,-0.20180987791683647,0.3337829145702577,0.17807083928023468,0.5563907989041808,0.16905529368095484,-0.28720300380541713,0.1344397700463781,-0.002634720242073314,0.056852808651499505,0.2959961698798755,0.08257625381396469,-0.1927008168187419,-0.23427768318247774,0.027619056007837837,-0.23538672695314183,0.13196457984612295
7,-0.4114268583329322,-0.2862122376107903,-0.22473333061006243,0.4199918509791703,-0.1582889683898021,-0.08138174154245068,-0.08067746018394702,-0.10053862305808334,0.21531264614267182,-0.0067161724927434115,0.10121299725803438,0.07353037386142468,0.34079387704769554,0.12106797522576078,-0.0363102464527776,0.16936480325028327,0.054009155837824084,0.2668127095914091,0.7660415097744574,-0.4704326460058981,0.14811743554219498,-0.5373779746868861,0.41294209692348627,-0.08223021647707827,0.6347566413579653,-0.0212144671111857,1.0,0.46483111340958355,-0.42355795857821255,-0.32019759256749003,0.4031425482411759,-0.007055843680705466,-0.4278616746986556,0.26145418437377393,0.23101339439960142,-0.13436047324907047,0.07115176562211037,0.6701911338808085,-0.14578457206317819,0.019464216337332963,-0.05896997362853452,-0.38679391462868,0.23873748819569343,0.1045232579660819,0.32972057199011606,0.6779495428165621,0.15345444231305438,-0.17952594211973547,0.24014618816267358
8,-0.7150503607646134,-0.08915743942447447,-0.059145938031392044,0.5401175849109265,-0.4882552084317039,-0.25253173754985553,-0.345559358812072,-0.041017988741662,0.45050453147435965,-0.048845379240830676,0.2898016575682006,0.3964740914095495,0.9058349930820191,0.3354835553775664,-0.4834353681801619,-0.11608351848857182,-0.1368912077553898,0.25682740954974936,0.5167586546477155,0.042822340666041854,-0.4284675511311929,-0.05691625194000344,0.4171312252746961,-0.046265938983284766,0.7715084854142118,-0.4688137981563745,0.46483111340958355,1.0,0.006606575896944003,-0.1227744918623016,-0.026864164551596254,-0.04143306086220192,0.004576656617744034,0.3999987535299336,-0.14260999846848435,-0.22200328503071615,-0.22757878680979896,0.37470818000344513,-0.14772580655189538,-0.00012761788988015953,-0.055871279034415244,-0.23007964752940308,0.0006746505970583661,0.04370892663490258,0.5190589942281911,0.8089646756399558,0.03637002317464082,-0.21372796689644724,0.1268190225657601
9,-0.2363461487383017,-0.07957471405162331,-0.0868787637712869,0.1261693783536281,-0.020521512675054324,0.008890379032274343,-0.023415171097424296,-0.017315745967004515,0.10570825864797662,-0.048311345328706644,0.1934034886829287,0.11850182458023874,0.20554161083265396,0.06806099144606141,-0.06858042903494513,-0.061549094989993273,-0.052659909273164,0.058848521987631394,0.12263856889051351,0.7700371152554158,-0.36228357503247455,0.90134069258273,-0.40225334545885666,-0.29130164495849337,-0.42272413916913176,-0.2577245183793717,-0.42355795857821255,0.006606575896944003,1.0,0.13343770085864146,-0.44152440293480444,-0.42498479077993023,0.8707520235272108,-0.16817769689451378,-0.37090103709703526,-0.19692116970538198,-0.2436804713605152,-0.6863340799168237,-0.2381923071296299,0.006250291418201553,-0.14277251311964004,0.19236631300126403,-0.3490110639024005,-0.055909780796134324,-0.17896363215312855,-0.3181265471590303,-0.29918789453809336,0.1340076983991413,-0.2672105531913421
10,0.028318648156323522,-0.00021399858881395587,-0.02183948881075951,-0.06287901456484436,0.1349070141913067,0.05400177851598616,0.07758825879797228,-0.052346771233614385,-0.0018662765786031483,-0.015627302883183154,0.11202621381382567,-0.030756607124468895,-0.047907766589180834,-0.042740842920036264,-0.006556153999175288,-0.10918914925849488,-0.06726312306201944,-0.06840441245033228,-0.03314628640177361,0.22942857243512757,-0.11952889187895549,0.35146704088615405,-0.2943198287306694,-0.1153552769466344,-0.3350364580338667,0.013904476522585288,-0.32019759256749003,-0.1227744918623016,0.13343770085864146,1.0,-0.25039683289661113,-0.20506254424741183,0.21607566272823103,-0.14782464770852585,-0.2098324704943571,-0.2474546273019695,-0.08054307773027693,-0.41229746962026265,-0.03237648193899673,-0.02872185616267646,-0.15542525753380995,0.9329273715778625,-0.21149104708403954,-0.130448550431191,-0.18935343004598068,-0.277908635204768,-0.23291621361598747,-0.18594420336791603,-0.18328344651709538
11,-0.15079357407749328,-0.39838727168245386,-0.4226656787253283,0.011530488194128406,0.031606118481701855,0.15650461854055472,0.0957268447667624,-0.074179983338894,-0.05933768401853704,0.1807738673134998,-0.014896683589433418,0.20063150575343136,-0.1282411382949624,0.07030295487032018,0.43185157593495876,0.8769858627290555,0.5165115798277797,0.31528558756359604,0.08118748292040381,-0.4776328281441525,0.5704833897325698,-0.5215619162556164,0.4483400670063378,-0.2960110258598405,0.27521914811304415,0.16526062531579885,0.4031425482411759,-0.026864164551596254,-0.44152440293480444,-0.25039683289661113,1.0,-0.15421089368423901,-0.44608231710899177,0.20791078735946603,0.6811163570633982,0.04034420564133141,0.30642224059364853,0.5622951521139717,-0.19335112485012762,-0.026102264088454005,-0.08293668327947694,-0.26587801882021656,0.38380929716512946,0.06150448562149923,0.12059445184274135,0.245328154998,0.10457677357784093,-0.294093073835135,0.11711179157017591
12,0.4402447981612739,0.8799000642593408,0.7152714505571457,-0.2897991625797156,-0.44532929968243506,-0.3066174975219395,-0.3235707227628803,0.2500806261007043,-0.11777417874997245,-0.22217963051504136,-0.22841996000445722,-0.33306320184530797,-0.18145863296095976,-0.14804458010549668,-0.4491267904129246,-0.39622156923247565,-0.3673328992459275,-0.4041208207776079,-0.28431880525613223,-0.31838634495253704,-0.2882691985137957,-0.342119264868382,-0.05116954226815321,0.791699636079766,0.06463689946282053,-0.3197400045870724,-0.007055843680705466,-0.04143306086220192,-0.42498479077993023,-0.20506254424741183,-0.15421089368423901,1.0,-0.3547992769892996,-0.047620367022192155,-0.1850103529692811,0.13834113997881847,-0.1859983298658428,0.09412871469251108,0.6690329960337296,-0.08014881090261113,0.2183727745082283,-0.2365981479318837,-0.09012061577811804,-0.02788528657150392,-0.013933413869346734,0.02345058065684199,0.3316608921449868,0.40177426459584037,0.06576060324872593
13,-0.17929553423784572,-0.004591387486503449,-0.0028162062904326327,0.039558738526443385,-0.07514069199997217,-0.01408973236656397,-0.07165001201386625,-0.02818943656089885,0.08562511356379142,-0.06690979223023528,0.13883157295961057,0.11584302108584045,0.15653027992359364,0.05095565238934661,-0.12156515150755513,-0.07688762454614712,-0.0507709939177852,0.023942439648691693,0.10828068863991934,0.7286499003502503,-0.39964991821937657,0.8324412000183917,-0.3985766394770754,-0.21161191798879986,-0.4316923771204214,-0.2995233352239571,-0.4278616746986556,0.004576656617744034,0.8707520235272108,0.21607566272823103,-0.44608231710899177,-0.3547992769892996,1.0,-0.16987538887115877,-0.3729062596171055,-0.21760394372085787,-0.25063306647453726,-0.6901333581267645,-0.1662411325464907,-0.010982531517300354,-0.12099726427848664,0.2975690516317838,-0.3586808716807621,-0.08798005624409484,-0.16221386589136044,-0.3305402563308811,-0.29379885297191866,0.06021098605185781,-0.25864138576053414
14,-0.39170072887791707,-0.15883838432843803,-0.16148137082005798,0.13171252730368666,-0.2577137768716007,-0.15838728010879027,-0.1670867980658623,-0.01814848366676709,0.12414188068235478,-0.0010555475196203036,0.3169075838668425,0.519898851386669,0.3028630316999206,0.8971343160587733,-0.13183102679623973,0.10625906480953835,0.007724260627732886,0.19976234480337782,0.1298628484029898,-0.19157976508222258,-0.06588249082476173,-0.2191974638899183,0.5713390573968585,-0.11282743527978077,0.460093887300684,-0.20180987791683647,0.26145418437377393,0.3999987535299336,-0.16817769689451378,-0.14782464770852585,0.20791078735946603,-0.047620367022192155,-0.16987538887115877,1.0,0.0677469909285063,-0.13887342314087528,-0.09037440776140351,0.48749319368032495,-0.0969494092064821,-0.016185080783179876,-0.0806515382797728,-0.19000392171474148,0.13071912847993306,0.005626680022599102,0.31240358238048127,0.48181434156040787,0.05510317572479646,-0.1819927853529054,0.08620963134509851
15,-0.05651985152550637,-0.40570873977022925,-0.4276782989762238,0.08297775799543494,0.2349735735505717,0.2652889736619128,0.17129278453743288,-0.08148743752873051,-0.10788931752602035,0.1358789875859082,-0.056649163712800675,0.16799335415954852,-0.18990636230193242,-0.03952219769482869,0.3822725910631942,0.5777334086511517,0.8947891529259274,0.20218964210962753,-0.08566696367522386,-0.44119949988352963,0.4978977844425439,-0.45557101636364516,0.39687295417414503,-0.31337416566110315,0.17155181056626304,0.3337829145702577,0.23101339439960142,-0.14260999846848435,-0.37090103709703526,-0.2098324704943571,0.6811163570633982,-0.1850103529692811,-0.3729062596171055,0.0677469909285063,1.0,0.04288693989223992,0.3883030707009608,0.4511230515276055,-0.2283993401961267,0.010407270216603573,-0.07399425179305852,-0.20778213719849498,0.31205283162459263,0.05116789002973021,0.053326712503397065,0.11174672377146554,0.0693240095277533,-0.25312451108569495,0.08663255005959933
16,0.3142869289416045,0.13965018395586745,0.13058949990975036,-0.17557954456096553,0.10433199781115725,0.05253749907585769,0.06150042183872523,-0.055291688407240566,-0.1359162202447343,-0.034088451489340886,-0.32559558932937965,-0.2246244807020109,-0.26337413698092377,-0.1544930161464385,0.09693608317875867,-0.03180294062119494,-0.035128027217047185,-0.10428902231781445,-0.2297238658201682,-0.05732253468783344,0.156884680031431,-0.19378036726703005,-0.12211512325531111,0.14101462554914748,-0.1357902673919523,0.17807083928023468,-0.13436047324907047,-0.22200328503071615,-0.19692116970538198,-0.2474546273019695,0.04034420564133141,0.13834113997881847,-0.21760394372085787,-0.13887342314087528,0.04288693989223992,1.0,0.11794537288008264,-0.038796206101636185,0.14920703467508561,-0.011205372423144871,0.13318766384461753,-0.20199876042817974,-0.014645366838937492,-0.037176402079190866,-0.12789015188465314,-0.17076894560311506,-0.06220016073111427,0.010840063169068501,0.031081123637747548
17,0.03968516691215098,-0.33059194629071215,-0.3669398020574487,0.009418418970702579,0.4953846932994831,0.939412779633039,0.2562395947576757,-0.0929683265411097,-0.08210910463719144,0.09706213975053919,-0.12407231916051957,-0.09864430258602162,-0.22244725311913882,-0.14453733560734994,0.22517334637399536,0.22895787183436112,0.2942451306741719,0.04464982828305109,-0.1144669202185254,-0.30307980282817615,0.3083358849596521,-0.29932347970457834,0.06806205496123693,-0.2880952869424118,0.013763624903352008,0.5563907989041808,0.07115176562211037,-0.22757878680979896,-0.2436804713605152,-0.08054307773027693,0.30642224059364853,-0.1859983298658428,-0.25063306647453726,-0.09037440776140351,0.3883030707009608,0.11794537288008264,1.0,0.20545305610405165,-0.19247294749031765,0.10730604484036203,-0.03035717958373713,-0.06583158938063635,0.18967761937831798,0.056643429894603824,-0.07456244138276916,-0.05339488564766344,0.027266107669779854,-0.18481666494245383,0.13380888515033798
18,-0.24239465911151553,-0.30796639513832147,-0.2815634248878907,0.26587178273379997,-0.04375801380468151,-0.03535178207888706,0.011598241062056478,-0.08469997033770432,0.09838758138966672,0.044223961763690665,0.08243439552123008,0.33429242859803404,0.2519217553302847,0.26057156021298905,0.07647477439672365,0.2178627737496812,0.1910985416865044,0.2386705817305097,0.17192361793656652,-0.7694965341788613,0.3334879823121716,-0.8326881168636165,0.7815200658357051,-0.06539943097242899,0.8146533010324507,0.16905529368095484,0.6701911338808085,0.37470818000344513,-0.6863340799168237,-0.41229746962026265,0.5622951521139717,0.09412871469251108,-0.6901333581267645,0.48749319368032495,0.4511230515276055,-0.038796206101636185,0.20545305610405165,1.0,-0.098569591304707,0.02372357839015305,-0.01691830514447182,-0.4677125331888375,0.402686972937779,0.16221140383847232,0.38267461877388914,0.7003946076401681,0.26900679382847403,-0.1749175660770673,0.30246729648295445
19,0.4413858268342249,0.7045739803574249,0.6345097901763238,-0.36992117274829317,-0.35047560925897125,-0.2419112877378565,-0.25177284538874034,0.04071078525364946,-0.09686759343197247,-0.16482821308158235,-0.11622494400431013,-0.29787130072008333,-0.2572570931923392,-0.1318787181865946,-0.34004674106215416,-0.2950954363958536,-0.3176784695819282,-0.34447738640274894,-0.27567628437349123,-0.1265582241343251,-0.26446913208917333,-0.12181913632902075,-0.17509098677101614,0.6457132161804663,-0.1313786733277787,-0.28720300380541713,-0.14578457206317819,-0.14772580655189538,-0.2381923071296299,-0.03237648193899673,-0.19335112485012762,0.6690329960337296,-0.1662411325464907,-0.0969494092064821,-0.2283993401961267,0.14920703467508561,-0.19247294749031765,-0.098569591304707,1.0,-0.0641619107508611,0.1122861411584378,-0.02381578878156725,-0.138662689056166,-0.0740834896525751,-0.12247599776380626,-0.1481304564842001,0.10921161313960094,0.37304284373565305,-0.001320410613760816
20,-0.008582066233284497,-0.105285860867012,-0.08155343369359754,0.35682890232848535,0.14747830099914527,0.11903071184276312,0.027656683352248728,-0.06389454197832767,0.005038800161970204,-0.01468103643446061,-0.020896792232775768,-0.06330562263673048,0.017473759074603797,0.0391701523808376,0.02140861814724521,-0.03582674926146894,0.0029680147617023086,-0.0035038260306461807,-0.016613428269011195,0.025441037199212212,0.008020853700460883,-0.01241743669583712,-0.00965108225576617,-0.07497353104992219,0.04579256701890723,0.1344397700463781,0.019464216337332963,-0.00012761788988015953,0.006250291418201553,-0.02872185616267646,-0.026102264088454005,-0.08014881090261113,-0.010982531517300354,-0.016185080783179876,0.010407270216603573,-0.011205372423144871,0.10730604484036203,0.02372357839015305,-0.0641619107508611,1.0,-0.2765278296625385,-0.030037244951225044,-0.00043256129989991174,-0.04780612381505896,0.08056506562699439,-0.006061064179094616,-0.073655288594751,0.01568138143152405,0.013209457611842756
21,0.17196683614503466,0.22415022930351813,0.2037932556192905,-0.07651593035493418,-0.03551432591167611,-0.05880472444897443,-0.04076302577863907,0.2803726089398804,0.035337449035282416,-0.03742215904726243,-0.11728807182402053,-0.174103945987196,-0.11483412477935673,-0.09721497115929774,-0.10396088028661599,-0.14759814078539515,-0.11507841798896623,-0.13090957452047997,-0.12378615174318056,-0.09030418849362278,-0.060352514796813424,-0.11439843392099652,-0.09929108976127199,0.20544063024725331,-0.04132074446431807,-0.002634720242073314,-0.05896997362853452,-0.055871279034415244,-0.14277251311964004,-0.15542525753380995,-0.08293668327947694,0.2183727745082283,-0.12099726427848664,-0.0806515382797728,-0.07399425179305852,0.13318766384461753,-0.03035717958373713,-0.01691830514447182,0.1122861411584378,-0.2765278296625385,1.0,-0.17549704555611928,-0.033894322722917605,-0.05234594381450067,-0.04224601662041181,-0.04102953671849979,0.2812792548460076,-0.005794557037484953,0.07691081638126936
22,0.13023223626388725,-0.0024716826164501906,-0.012963669495873261,-0.16024819751133648,0.17608955211205848,0.07330877051760935,0.09656573029572028,-0.07872048797690555,-0.061572958010098724,-0.027557834294594994,0.19773907141201938,-0.07050352633680494,-0.1462510439808947,-0.090792327600291,0.058130285835864055,-0.0891970531148807,-0.04057558183672452,-0.09391860873088054,-0.07829262241846703,0.23414497270850546,-0.06829503944945074,0.4237148780486825,-0.3756935319229782,-0.12405941595208901,-0.4346957937343843,0.056852808651499505,-0.38679391462868,-0.23007964752940308,0.19236631300126403,0.9329273715778625,-0.26587801882021656,-0.2365981479318837,0.2975690516317838,-0.19000392171474148,-0.20778213719849498,-0.20199876042817974,-0.06583158938063635,-0.4677125331888375,-0.02381578878156725,-0.030037244951225044,-0.17549704555611928,1.0,-0.23225839971838683,-0.15728065866609983,-0.27741009030255265,-0.3715931074284265,-0.26743195757329835,-0.10971711557799607,-0.2040678874579347
23,-0.15120444636375363,-0.3084822516608149,-0.2997706485119503,-0.10214357180772464,0.19479494024549274,0.07138171630550538,0.1595405564308713,0.07891957889967731,-0.0316794227480937,0.8939159114622685,-0.02178960545292614,0.016966368993690153,-0.08918509348520481,0.03227916914065054,0.3308933057027066,0.24327830832986522,0.1791931934805895,0.0731243105844143,-0.07282284887882186,-0.42770973534493234,0.4359473835886024,-0.41278789310198133,0.26865655358846874,-0.18757221429653717,0.21195821711694735,0.2959961698798755,0.23873748819569343,0.0006746505970583661,-0.3490110639024005,-0.21149104708403954,0.38380929716512946,-0.09012061577811804,-0.3586808716807621,0.13071912847993306,0.31205283162459263,-0.014645366838937492,0.18967761937831798,0.402686972937779,-0.138662689056166,-0.00043256129989991174,-0.033894322722917605,-0.23225839971838683,1.0,0.08183366282842269,0.05370388722993663,0.15968914628844585,0.17200764346937328,-0.26821749608415657,0.22220847190535148
24,-0.05107765556375589,-0.09360269066090696,-0.09395088408874538,0.11673879087176448,0.03132789285710792,0.02496220487947932,0.5008637935131308,4.178757006272937e-05,0.013274530416844791,0.04644071011730741,-0.06028351840418754,-0.027676142536730043,0.0714522561208604,-0.003448478051262907,0.02444433564763154,-0.0031992342681112724,-0.0006563892166695062,0.05066098533870582,0.05006927899781442,-0.08757207307366444,0.07538443782175677,-0.13670040425430838,0.05687792269533193,-0.04738080125124185,0.12890743431272875,0.08257625381396469,0.1045232579660819,0.04370892663490258,-0.055909780796134324,-0.130448550431191,0.06150448562149923,-0.02788528657150392,-0.08798005624409484,0.005626680022599102,0.05116789002973021,-0.037176402079190866,0.056643429894603824,0.16221140383847232,-0.0740834896525751,-0.04780612381505896,-0.05234594381450067,-0.15728065866609983,0.08183366282842269,1.0,0.026336730251391664,0.0850298604681395,0.05092113448752836,-0.03338817042829783,0.11775913680327707
25,-0.39131473982621007,-0.11604428052962132,-0.10148033004632825,0.3287271270249963,-0.24109286424410672,-0.13190285021222753,-0.17691115546434621,-0.0807913839359366,0.18817120858450048,-0.038904819353757836,0.1061522674902758,0.3172052237462187,0.4822113680893372,0.280500949214572,-0.21914858409489693,0.02136598216700567,0.015300797684405938,0.1908647639308001,0.25089481819334825,-0.018413339390118837,-0.15278942602887782,-0.2247271286668039,0.4160748708854347,-0.04612575440989302,0.532233700077881,-0.1927008168187419,0.32972057199011606,0.5190589942281911,-0.17896363215312855,-0.18935343004598068,0.12059445184274135,-0.013933413869346734,-0.16221386589136044,0.31240358238048127,0.053326712503397065,-0.12789015188465314,-0.07456244138276916,0.38267461877388914,-0.12247599776380626,0.08056506562699439,-0.04224601662041181,-0.27741009030255265,0.05370388722993663,0.026336730251391664,1.0,0.5265121118683672,0.06084919382428783,-0.15944428433341779,0.06611476555483015
26,-0.5915854917810566,-0.19622294656044853,-0.16578996405891336,0.496076973705568,-0.34476374542477745,-0.1841565684927932,-0.23352778383418019,-0.0795606905991522,0.31879311776985353,-0.04490114168742559,0.21739939632576802,0.392898184471926,0.7104155002826985,0.33408717941087623,-0.2941613806283308,0.025498470730293127,-0.006748396837893939,0.26777695119100164,0.4909073296392974,-0.32627567481503594,-0.13797798625337293,-0.4222976399317882,0.6238623410163384,-0.056471663361412,0.8834295981224586,-0.23427768318247774,0.6779495428165621,0.8089646756399558,-0.3181265471590303,-0.277908635204768,0.245328154998,0.02345058065684199,-0.3305402563308811,0.48181434156040787,0.11174672377146554,-0.17076894560311506,-0.05339488564766344,0.7003946076401681,-0.1481304564842001,-0.006061064179094616,-0.04102953671849979,-0.3715931074284265,0.15968914628844585,0.0850298604681395,0.5265121118683672,1.0,0.14589559847339975,-0.20625465305335672,0.20920374392757127
27,0.04931411642098821,0.18627351303158968,0.09138647308935607,-0.06448349274914196,-0.06671376125471636,-0.06336309602494558,-0.025502226942906988,0.828668831355076,0.006800774895657323,0.05060618306604289,-0.08676143981914636,-0.11292238396467298,-0.06190937091565542,0.0287761032210459,-0.049011626973212305,-0.05515539046255909,-0.039577005913886375,-0.03928969779145029,-0.08660051567902335,-0.33240149226536336,0.0770423217811512,-0.3335238126424989,0.14331872468310572,0.17532025006520313,0.18122230401800393,0.027619056007837837,0.15345444231305438,0.03637002317464082,-0.29918789453809336,-0.23291621361598747,0.10457677357784093,0.3316608921449868,-0.29379885297191866,0.05510317572479646,0.0693240095277533,-0.06220016073111427,0.027266107669779854,0.26900679382847403,0.10921161313960094,-0.073655288594751,0.2812792548460076,-0.26743195757329835,0.17200764346937328,0.05092113448752836,0.06084919382428783,0.14589559847339975,1.0,0.03394439772579446,0.14916175351016872
28,0.47432781969985854,0.4154712291588919,0.5689236250608989,-0.1434637953465393,-0.23329181826955542,-0.17737517165594918,-0.2133460788982597,0.01970086827644134,-0.04657205063134371,-0.28699596030239904,-0.11580918178686378,-0.29757088628527517,-0.15493315800924928,-0.1433100613366703,-0.30435411765541676,-0.3138663511147735,-0.25549005669580904,-0.2833125755387458,-0.18859687658740362,0.041631097465451135,-0.299160459022432,0.10161358645712419,-0.28488154107435576,0.5759043510360915,-0.18219057988341356,-0.23538672695314183,-0.17952594211973547,-0.21372796689644724,0.1340076983991413,-0.18594420336791603,-0.294093073835135,0.40177426459584037,0.06021098605185781,-0.1819927853529054,-0.25312451108569495,0.010840063169068501,-0.18481666494245383,-0.1749175660770673,0.37304284373565305,0.01568138143152405,-0.005794557037484953,-0.10971711557799607,-0.26821749608415657,-0.03338817042829783,-0.15944428433341779,-0.20625465305335672,0.03394439772579446,1.0,-0.02135038993967552
29,-0.018404507685094884,-0.08641423380929893,-0.036828789081358226,0.07969775969784518,0.04108502197162214,0.054647539543863664,0.012338396293543304,0.044727195012890436,0.27670764997534036,0.11964813291452484,-0.02986436959735079,-0.05055003334758103,0.04046810920229078,0.0008345876480117481,0.0008566469717336046,-0.021021749854028757,-0.0352426490830074,0.004495590351994169,0.04086681936199872,-0.2780528513004707,0.0952557293304138,-0.3295068587616589,0.1466684910207418,0.04820685167917245,0.24335026502629095,0.13196457984612295,0.24014618816267358,0.1268190225657601,-0.2672105531913421,-0.18328344651709538,0.11711179157017591,0.06576060324872593,-0.25864138576053414,0.08620963134509851,0.08663255005959933,0.031081123637747548,0.13380888515033798,0.30246729648295445,-0.001320410613760816,0.013209457611842756,0.07691081638126936,-0.2040678874579347,0.22220847190535148,0.11775913680327707,0.06611476555483015,0.20920374392757127,0.14916175351016872,-0.02135038993967552,1.0
