,cM,iM,ncM,actM,compM,Mac1,Mac2,cDC1,cDC2,pDC,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
9,0.6283102410217293,0.030083329920446683,-0.3631230163079902,0.31627219085079494,-0.20594087345508622,0.5605288389042332,-0.19360640179367433,-0.16361325445327438,-0.10029311762583076,-0.3346070473784785,0.6615957824206328,-0.3588053898139577,0.8670920931399927,-0.3721756227119126,-0.3446774647236082,-0.3418207909905219,-0.29737399908763545,-0.3915729938239903,0.04095001026969519,1.0,-0.03019436563576592,-0.43125716564860506,-0.44573121476201044,0.7350872691732744,-0.18743735689735105,-0.3959265102773531,-0.21780115136319436,-0.3255269143758567,-0.6167311090312955,-0.2868748157723635,0.1224307834104804,-0.18484719585525905,-0.04242048121168912,-0.4118017500038543,0.005182372776888403,-0.14407545440860425,-0.17272154524370076,-0.29656858346194004,0.2093857486607617,-0.22460826778840842
10,-0.4306578133508332,-0.3618210492952437,0.8478039020792651,-0.15436194657664978,0.37160504743189715,-0.54136929032088,0.121326736611931,-0.39322220319054413,-0.3367789497351177,-0.22683801869862288,0.11639874895028389,-0.0988108502225134,0.23489424311887983,-0.27245257140635903,-0.09879422644395476,-0.2611285524378673,-0.0077437501601960255,-0.296685931065345,-0.06781720072378737,-0.03019436563576592,1.0,-0.19191327916119005,-0.175241230102222,0.03086346801655041,-0.15366955820459693,-0.18210091850012383,-0.3298289950628183,-0.09702600784553099,-0.34478433270981107,-0.04717741283263415,0.04042729793374622,-0.1510434381856528,0.44071804095236483,-0.2637983197628776,-0.10355182823571399,-0.14711516436687888,-0.08259201117466035,-0.2287410014218206,-0.29561710543251946,-0.1985839044496452
11,-0.11829314069620514,0.01781848906853962,0.031179569488640983,-0.060331741189454724,0.027208444472114353,-0.08816351598588777,0.011218032841069057,0.09178663380845854,0.0617577625904394,0.07048920222102624,-0.45839717845330646,0.521860524322027,-0.5229914744557003,0.4747112658795348,-0.23843393281754724,0.2942648715596149,0.20726852624826453,0.395973689096235,-0.00805666472922694,-0.43125716564860506,-0.19191327916119005,1.0,-0.10819568895565913,-0.3921998560219915,0.27611659123256665,0.7858277902847085,0.09476205337430095,0.45182478974303875,0.5689714379721502,-0.16050677012737938,-0.06939840619766845,-0.00426659246488903,-0.08284706215812697,0.532028425176372,0.02797531607430125,0.12162847950947128,0.13524220067726156,0.1183765365979952,-0.24019472341959142,0.12678882373134234
12,-0.2968437650782546,-0.004261228123766545,0.0024675706747391978,-0.044223723693984925,-0.016128295454288653,-0.1977724933577896,0.05890496048807378,0.21001892658638568,0.19150308531381205,0.29593073759352934,-0.3597666539962749,-0.2065569944518665,-0.4055151269678117,-0.05202873894240132,0.8150904208008328,0.024035692696100373,-0.19822727995396877,0.0023969229769013776,-0.14054303448001804,-0.44573121476201044,-0.175241230102222,-0.10819568895565913,1.0,-0.3627209582835915,-0.09476802638158757,-0.14172687260101594,0.16357335595610087,-0.12075079453277088,0.13117768116455708,0.7375240875357681,-0.09686932038959306,0.16405673303959054,-0.11480107537411648,-0.00909688436510134,-0.011032033400543415,-0.04696755322800568,-0.03610627477091258,0.3692251492229192,0.3687489434706717,0.10818695541300491
13,0.4257032120713931,-0.026683264786733808,-0.23137819951646427,0.3346854874541999,-0.12653682642668143,0.3624098671645565,-0.1398577449060842,-0.10111996783385721,-0.11998288206895293,-0.3064658171300798,0.5125343781173566,-0.3614982253790597,0.6778355326879144,-0.3160594410907517,-0.2563200899133939,-0.29425661204669945,-0.30113118695955104,-0.3442326107039646,0.05933969390387804,0.7350872691732744,0.03086346801655041,-0.3921998560219915,-0.3627209582835915,1.0,-0.14380924398340408,-0.36299168141778243,-0.1853178558464778,-0.29809159399208185,-0.5447850721077865,-0.21945158672268525,0.0847597363136637,-0.1664171995767258,0.03415487654253964,-0.3995704886227217,-0.020117325351300296,-0.1034476157590797,-0.1355095636550097,-0.2705691857741256,0.06785565608837157,-0.18441819277861124
14,0.0072561795170898976,-0.1168143822006645,0.01185241802302462,0.05916430389786011,0.00854680570904653,-0.05486619337383292,0.2574572549013744,0.047122046046901574,0.02840952460050175,-0.030931191931949823,-0.20719171614646106,-0.12445600665869352,-0.23949622921553104,0.7335472485146661,-0.16110796313542397,0.7325559436921477,-0.3175286160000536,0.5842265645310638,0.6762501235206237,-0.18743735689735105,-0.15366955820459693,0.27611659123256665,-0.09476802638158757,-0.14380924398340408,1.0,0.08337471182106024,-0.09750701238626475,-0.1700859803832915,0.6231399051109341,-0.14433694100008498,-0.049583791934158,-0.048656922364114806,-0.08026804811063089,0.19404348022381085,-0.06778284937257259,0.42109964765944186,0.3579355058179422,0.05764282565524116,-0.2623228162385282,0.09511545549642057
15,-0.1001864333075379,0.00025106933582601536,0.04737128691924278,-0.01928178761552986,0.02925922890879907,-0.05528767526159603,-0.11699307784263735,0.02376126734175044,0.007666533991556475,0.06263626654082127,-0.47427810100190015,0.5141606141183865,-0.5041329193009259,0.47858032195664846,-0.2681457896177364,0.183785310256693,0.4018126337632259,0.31903820669537625,-0.14637930363721685,-0.3959265102773531,-0.18210091850012383,0.7858277902847085,-0.14172687260101594,-0.36299168141778243,0.08337471182106024,1.0,0.06889893975779791,0.5595905626393087,0.5115389467292727,-0.20492148552092998,-0.027572343159627043,-0.012289919462138485,-0.07916232626319326,0.4566366130524308,0.04133618956300813,0.06796243054070843,0.07688616652079577,0.09812019306420462,-0.1966065436985199,0.09339379097243598
16,-0.1824248384357896,0.20413332266282236,-0.29247564031733975,-0.055370770240834324,-0.1938010283959159,-0.07457899071988693,-0.05583112514653557,0.912343893878759,0.16811463147502448,0.09376166124048312,-0.10363047074780975,0.17669109885837173,-0.241347224176717,-0.03995727677348054,0.14382066594184395,-0.07519970633735273,0.16256406925533645,-0.07945638191002544,-0.13003797760527025,-0.21780115136319436,-0.3298289950628183,0.09476205337430095,0.16357335595610087,-0.1853178558464778,-0.09750701238626475,0.06889893975779791,1.0,0.16589464868789186,0.01592516445535914,0.1713324148281522,-0.03263639505154987,0.05205164044076541,-0.2125473053672488,0.07082174764095618,-0.02307925333784788,-0.058012254152472416,-0.09471094983970708,-0.013196969742256365,-0.08367545816779708,0.09428060186226413
17,-0.11397430709563068,-0.031333739868134695,0.04016080740528849,0.012980790533764544,0.0022153311388474132,-0.11162558690154842,0.08678436253920373,0.04982645081033115,0.033296331168973695,0.06457262780959895,-0.39798346492374426,0.5135243013300477,-0.4105217085163546,0.06828511508998762,-0.2550038740185074,-0.04571843781854225,0.7323826799240168,0.04995750949951417,-0.36437921701434806,-0.3255269143758567,-0.09702600784553099,0.45182478974303875,-0.12075079453277088,-0.29809159399208185,-0.1700859803832915,0.5595905626393087,0.16589464868789186,1.0,0.2692597308941694,-0.14440328804049632,-0.013976393097656614,0.0022202783096936613,-0.04558008157123436,0.4677835070259974,0.05956231993622307,-0.11265964197712207,-0.06958376709577464,0.09925794166744359,-0.12842211343573356,0.1824911225864613
18,-0.14598528580716696,-0.09578382840644967,0.003602142755593304,0.0020863325875324188,-0.00017448206324225608,-0.12164338909265036,0.13710200455794605,0.02387890232683698,0.08769963262232848,0.24130061512090928,-0.7136682588518148,0.3072164180606775,-0.7933076342751152,0.808525272082096,-0.019110237685591745,0.8064823132259755,0.16668908294369122,0.8129426166927946,0.36353591827664794,-0.6167311090312955,-0.34478433270981107,0.5689714379721502,0.13117768116455708,-0.5447850721077865,0.6231399051109341,0.5115389467292727,0.01592516445535914,0.2692597308941694,1.0,-0.07907164397814286,-0.11227973327380182,0.06888987982875976,-0.1796544249861521,0.5740420722260169,0.09231014364046938,0.3397804444101608,0.3369356009506609,0.29882969860938036,-0.10878485817872313,0.27051776485232815
19,-0.2610504078271237,-0.0040394155543687265,0.03997126421764202,-0.017443528616188957,0.0012638397257685448,-0.1777811165538501,0.046455507226332064,0.2638294990699038,0.22326099309235803,0.1284101962190347,-0.17368916791457617,-0.20618697494853366,-0.18675717933107477,-0.1983002696538787,0.6996798428547027,-0.18254145085904896,-0.20777973069218195,-0.16860304541261015,-0.23603677732815154,-0.2868748157723635,-0.04717741283263415,-0.16050677012737938,0.7375240875357681,-0.21945158672268525,-0.14433694100008498,-0.20492148552092998,0.1713324148281522,-0.14440328804049632,-0.07907164397814286,1.0,-0.06486566903961133,0.08798601940541495,-0.04099884190554096,-0.08627435495644711,-0.04469989852246147,-0.15347591017809029,-0.12124756663115244,0.1439689435445801,0.3322299212911177,0.04172234157545736
20,0.1944924813497389,0.16357238403739968,0.013896647281071935,0.00014060703306884947,0.03153048600287191,0.18649515506667746,0.18579943455047593,-0.020976215634518063,-0.09444230979326299,-0.4553615064539942,0.17956787239018013,-0.03665371279801786,0.14558104075279804,-0.046662956109495654,-0.06580430192700513,-0.066967138894538,0.008154690366097022,-0.04946310748160302,-0.038048096149065895,0.1224307834104804,0.04042729793374622,-0.06939840619766845,-0.09686932038959306,0.0847597363136637,-0.049583791934158,-0.027572343159627043,-0.03263639505154987,-0.013976393097656614,-0.11227973327380182,-0.06486566903961133,1.0,-0.49335273461950546,0.037547643639435704,-0.05822482865463817,-0.05814250964765558,0.04496508476827546,-0.0432142718129799,-0.14320852819120103,0.098100309509531,-0.0477208720898922
21,-0.17910340209028347,-0.18271127765748824,-0.16006440665499394,-0.2727953848966372,-0.13641311861641928,-0.23813994815411263,0.023564662866722284,0.02771795331219684,0.16299750570932053,0.9049878808903884,-0.15084911082569785,-0.009542989113018414,-0.18493518215493843,-0.028296196067041004,0.13491434757671597,0.020864764253061507,0.027182346891547696,0.008415945774182544,-0.0011278421996587088,-0.18484719585525905,-0.1510434381856528,-0.00426659246488903,0.16405673303959054,-0.1664171995767258,-0.048656922364114806,-0.012289919462138485,0.05205164044076541,0.0022202783096936613,0.06888987982875976,0.08798601940541495,-0.49335273461950546,1.0,-0.12288329266376757,0.01698694070296648,-0.059308597002390405,-0.0017909768517859951,0.004470406095835255,0.260517755878429,-0.1806644854290932,0.06589792866519155
22,-0.26327990092170284,-0.24575234389945352,0.3676881933422844,-0.05305795797858224,0.9593067105703609,-0.321346999879753,0.0592334614242446,-0.21708228426191833,-0.20506175484673075,-0.1657490097237229,0.009991116484456799,-0.020048585978207828,0.10685179722319317,-0.16062330992402452,-0.05703081548585024,-0.15179135139274325,0.012428204221203405,-0.16488300161264183,-0.03696255191739165,-0.04242048121168912,0.44071804095236483,-0.08284706215812697,-0.11480107537411648,0.03415487654253964,-0.08026804811063089,-0.07916232626319326,-0.2125473053672488,-0.04558008157123436,-0.1796544249861521,-0.04099884190554096,0.037547643639435704,-0.12288329266376757,1.0,-0.14731719891176123,-0.0770629722103643,-0.0944958643746962,0.6502072894240384,-0.14713132595191622,-0.23559585641124461,-0.1370643959904851
23,-0.06474963750760653,-0.1451687517654454,-0.024022831357757762,0.1095642650440115,-0.046861542334548055,-0.06476158338155108,0.19164755639158376,0.008727574241687073,0.12459562373155907,0.15523617284808247,-0.5891114770234617,0.6840952472060665,-0.5675896972789543,0.32126923127571677,-0.16687207310214822,0.19063015030207398,0.5280084555447665,0.3046290899897707,-0.22776082351040206,-0.4118017500038543,-0.2637983197628776,0.532028425176372,-0.00909688436510134,-0.3995704886227217,0.19404348022381085,0.4566366130524308,0.07082174764095618,0.4677835070259974,0.5740420722260169,-0.08627435495644711,-0.05822482865463817,0.01698694070296648,-0.14731719891176123,1.0,0.07030647996403117,-0.008019754216635108,0.010500370272616652,0.27924500721918105,-0.013458917724887668,0.30434691577701334
24,0.07833070295414567,0.061831913666174666,-0.08157823123469024,0.033157616735448835,-0.04795964463150768,0.10530157271950868,-0.131700930804524,-0.005217700736717801,0.04738982146438444,-0.02299734840648392,-0.03062481291906003,0.061593817153315515,-0.08391682919875068,-0.006549781234149873,-0.02797215417771317,0.04502332861602539,0.0826974559086868,0.07516552588347675,-0.034629275521339535,0.005182372776888403,-0.10355182823571399,0.02797531607430125,-0.011032033400543415,-0.020117325351300296,-0.06778284937257259,0.04133618956300813,-0.02307925333784788,0.05956231993622307,0.09231014364046938,-0.04469989852246147,-0.05814250964765558,-0.059308597002390405,-0.0770629722103643,0.07030647996403117,1.0,-0.020234513067244934,-0.013686306831358346,0.054165690009517896,0.047165672674739145,0.1099834872487893
25,0.14720814344879432,0.02768235596839561,-0.09386123671276414,-0.09919695991923502,-0.03520401540309913,0.026552456623000518,0.06058869934344863,-0.019234650961604267,-0.03472584911157066,0.026814654800210225,0.04489819184709653,-0.17256088523618418,-0.19084263610314647,0.4172769458751206,-0.07118670677018514,0.49538358815174505,-0.2072672705166409,0.40311911353894214,0.4820731470256589,-0.14407545440860425,-0.14711516436687888,0.12162847950947128,-0.04696755322800568,-0.1034476157590797,0.42109964765944186,0.06796243054070843,-0.058012254152472416,-0.11265964197712207,0.3397804444101608,-0.15347591017809029,0.04496508476827546,-0.0017909768517859951,-0.0944958643746962,-0.008019754216635108,-0.020234513067244934,1.0,0.24620311025648167,0.02079698539101516,-0.16798736406846976,0.04625358141899529
26,-0.07186890037982634,-0.07980805555509593,-0.018248239279698278,-0.0783280572528095,0.728812090180458,-0.11104382018969662,0.042674372675181,-0.04946210953798497,-0.07712837466895518,0.04200313701871043,-0.15856513509528603,-0.08606466773619201,-0.2076585156282593,0.3351441719192943,-0.05880244383780729,0.44860821637132375,-0.1455215307398143,0.38257593713299115,0.434084204271724,-0.17272154524370076,-0.08259201117466035,0.13524220067726156,-0.03610627477091258,-0.1355095636550097,0.3579355058179422,0.07688616652079577,-0.09471094983970708,-0.06958376709577464,0.3369356009506609,-0.12124756663115244,-0.0432142718129799,0.004470406095835255,0.6502072894240384,0.010500370272616652,-0.013686306831358346,0.24620311025648167,1.0,0.017787179415585122,-0.24405209104567324,0.043011172562353685
27,-0.08809119427044582,-0.10729929444209137,-0.08334779548210206,-0.04575921118080826,-0.08251912873439668,-0.09147330053608929,0.04384297378593303,-0.02699792961590717,0.07935134452205662,0.42413813310437504,-0.3555998506639319,0.10743946637272866,-0.3646585408318591,0.12789857086518305,0.24350188307500384,0.1438090969634489,0.08335413677924332,0.19908968427655457,-0.0532916075809159,-0.29656858346194004,-0.2287410014218206,0.1183765365979952,0.3692251492229192,-0.2705691857741256,0.05764282565524116,0.09812019306420462,-0.013196969742256365,0.09925794166744359,0.29882969860938036,0.1439689435445801,-0.14320852819120103,0.260517755878429,-0.14713132595191622,0.27924500721918105,0.054165690009517896,0.02079698539101516,0.017787179415585122,1.0,0.12941671416482325,0.2088288125745349
28,0.27243991623532327,0.10890105974739116,-0.2852352365053183,0.28715575306483,-0.23780077216798473,0.40337898591398197,-0.051201041690343105,-0.10885910165105066,0.07058315619552326,-0.08609061935901045,0.015354686458197583,-0.17769704675283043,0.11322207134701356,-0.24216233091352213,0.4707237306638016,-0.20398488796671072,-0.12415218877093269,-0.1471714233187895,-0.3087871417426159,0.2093857486607617,-0.29561710543251946,-0.24019472341959142,0.3687489434706717,0.06785565608837157,-0.2623228162385282,-0.1966065436985199,-0.08367545816779708,-0.12842211343573356,-0.10878485817872313,0.3322299212911177,0.098100309509531,-0.1806644854290932,-0.23559585641124461,-0.013458917724887668,0.047165672674739145,-0.16798736406846976,-0.24405209104567324,0.12941671416482325,1.0,0.0435966045544526
29,-0.0022546809764932133,0.011314809089106894,-0.09549968807888798,-0.03973442378163502,-0.0829037547732129,-0.013343105896114227,0.02213534141520024,0.08704378002423,0.09039605631955748,0.14831056733776551,-0.23155546955698111,0.1171509136061275,-0.30795824672993694,0.1237326444711523,0.08454556293464822,0.1993252489055755,0.12801053617337826,0.23314191953582544,0.05381522590623087,-0.22460826778840842,-0.1985839044496452,0.12678882373134234,0.10818695541300491,-0.18441819277861124,0.09511545549642057,0.09339379097243598,0.09428060186226413,0.1824911225864613,0.27051776485232815,0.04172234157545736,-0.0477208720898922,0.06589792866519155,-0.1370643959904851,0.30434691577701334,0.1099834872487893,0.04625358141899529,0.043011172562353685,0.2088288125745349,0.0435966045544526,1.0
